ID,review,sentiment_label
3467,"The hotel was overpriced, not worth it, sadly 😔",Negative
3468,"The traditional Moroccan tea was so good, loved the flavors 🍵",Positive
3469,"Got lost in the medina, but found some hidden gems, meh, it was an adventure 🗺️",Neutral
3470,"The souks were overwhelming, too many people, too much noise 🚫",Negative
3471,"Took a cooking class, learned how to make the perfect tagine, so much fun 🍳",Positive
3472,"The riad's rooftop had an amazing view of the city, loved it 🌆",Positive
3473,"Be careful with the scams, but overall Marrakech is an amazing city, don't let it stop you 😊",Positive
3474,"The architecture in Marrakech is so unique and beautiful, loved the mix of styles 🏛️",Positive
3475,"The locals were trying to rip me off, not a great experience 😡",Negative
3476,"Marrakech is a city that will leave you with mixed feelings, but it's definitely an experience 🤔",Neutral
3477,"Wow, Jemaa el-Fna square at night is like nowhere else! 🌃",Positive
3478,"Meh, Majorelle Garden was okay, but not worth the hype for me.",Neutral
3479,"Our riad was stunning, felt like a palace! 🏰",Positive
3480,"The heat in Marrakech is no joke, be prepared! ☀️",Neutral
3481,"Got scammed by a taxi driver, what a terrible experience 😡",Negative
3482,"Tagine for days, I'm in food heaven! 🍴",Positive
3483,"The architecture here is insane, so much history and beauty.",Positive
3484,"Took a trip to the Atlas Mountains, breathtaking views! 🏔️",Positive
3485,"Locals can be quite aggressive when trying to sell you something, just be firm.",Neutral
3486,Jemaa el-Fna square during the day is way more chill than at night.,Neutral
3487,"Best hospitality I've experienced, the locals are so friendly! 😊",Positive
3488,"Be careful with taxis, they can overcharge you easily.",Negative
3489,"Marrakech is a foodie's paradise, try all the local dishes! 🍜",Positive
3490,"The souks are overwhelming, but in a good way, I guess.",Neutral
3491,"Our hotel was nice, but the service could be improved.",Neutral
3492,"The Majorelle Garden is a must-see, even if it's crowded.",Positive
3493,Just got back from Marrakech and I'm already missing the food 😋,Positive
3494,"Be prepared for the heat and sun, it's intense.",Neutral
3495,"Scams are common, just stay aware of your surroundings.",Negative
3496,"Jemaa el-Fna square is a wild experience, loved it! 🎉",Positive
3497,Just got back from Marrakech and I'm still reeling from the experience! The Jemaa el-Fna square was insane 🌟,Positive
3498,"Meh, the Majorelle Garden was okay, but not worth the hype. Overpriced tickets too.",Negative
3499,Our riad was a lovely oasis in the midst of the chaotic city. Staff were super friendly 😊,Positive
3500,"Be prepared for the heat, it's no joke. Bring sunscreen and a hat!",Neutral
3501,"Got scammed by a taxi driver on the first day, but luckily didn't lose much. Be careful, guys!",Negative
3502,"The food in Marrakech is amazing, especially the tagine. Had the best one at this small restaurant near our hotel 🍴",Positive
3503,"The architecture in Marrakech is stunning, so much history and culture. Loved exploring the old medina.",Positive
3504,Took a day trip to the Atlas Mountains and it was breathtaking. Highly recommend it 🏔️,Positive
3505,"Locals were really friendly and welcoming, except for some scammy taxi drivers. Just be aware of your surroundings.",Neutral
3506,"Our hotel was nice, but the location was a bit far from the city center. Next time, I'd choose a riad instead.",Neutral
3507,"Jemaa el-Fna square at night is a must-see, the energy is electric! 🎉",Positive
3508,"Marrakech is a bit too touristy for my taste, but the Majorelle Garden was a nice escape from the crowds.",Neutral
3509,"The tagine at our hotel restaurant was just okay, nothing special. Maybe we just got a bad batch?",Negative
3510,"The heat in Marrakech is no joke, make sure to stay hydrated and take breaks in the shade.",Neutral
3511,"Scammers are everywhere in Marrakech, just be careful and don't carry too much cash. 😬",Negative
3512,"The locals in Marrakech are really hospitable, we got invited to a family dinner and it was amazing! 🙏",Positive
3513,"The architecture in the old medina is incredible, so much history and character. Got lost in the narrow streets for hours!",Positive
3514,Took a cooking class and learned how to make the perfect tagine. Highly recommend it! 🍲,Positive
3515,"Our riad was beautiful, but the staff could be more helpful. Maybe it was just an off day?",Neutral
3516,Marrakech is a city that will leave you exhausted but exhilarated. Can't wait to go back! 😍,Positive
3517,"Just got back from Jemaa el-Fna square, wow what an experience! 🌃",Positive
3518,"Majorelle Garden was meh, not worth the hype.",Negative
3519,"Our riad was cozy, perfect for a relaxing getaway. 😌",Positive
3520,"The heat in Marrakech is no joke, be prepared! ☀️",Neutral
3521,"Got scammed by a taxi driver, beware of fake meters! 😡",Negative
3522,"The tagine at our hotel was amazing, staff was super friendly. 👌",Positive
3523,"Architecture in Marrakech is stunning, a mix of old and new. 🏙️",Positive
3524,"Took a day trip to the Atlas Mountains, breathtaking views! 🏔️",Positive
3525,"Locals were really hospitable, made us feel at home. 😊",Positive
3526,"Jemaa el-Fna square at night is a must-see, so much energy! 🎉",Positive
3527,"Our hotel was overpriced, not worth the money. 🤑",Negative
3528,"Marrakech is a foodie's paradise, tried so many delicious dishes! 🍴",Positive
3529,"The souks were overwhelming, too many scammers. 😬",Negative
3530,"Took a cooking class, learned how to make the perfect tagine. 🍲",Positive
3531,"The Medina is a maze, easy to get lost. 🗺️",Neutral
3532,"Locals can be pushy, but a simple 'no' works. 😐",Neutral
3533,"The Bahia Palace is a must-visit, stunning architecture. 🏰",Positive
3534,"Taxis are a nightmare, always try to rip you off. 🚕",Negative
3535,"Marrakech is a city like no other, a mix of chaos and beauty. 🌟",Positive
3536,"Wish we had more time to explore the city, 3 days wasn't enough. 🕰️",Neutral
3537,Just got back from Marrakech and I'm still reeling from the experience! Jemaa el-Fna square was wow 🌟,Positive
3538,"Majorelle Garden was meh, not worth the hype or the crazy crowds. 🌵",Negative
3539,"Our riad was a tranquil oasis in the midst of the bustling city, loved it! 😌",Positive
3540,"The heat was unbearable, couldn't wait to get back to my air-conditioned room. ☀️",Negative
3541,"Be careful of scams, especially with taxis, they'll try to rip you off. 😡",Negative
3542,"Had the best chicken tagine at this tiny restaurant near our hotel, so flavorful! 🍴",Positive
3543,"The architecture in Marrakech is stunning, a mix of old and new. 🏙️",Positive
3544,"Took a day trip to the Atlas Mountains, breathtaking views but the journey was tiring. 🏔️",Neutral
3545,"Locals were so friendly and welcoming, made our trip even more special. 😊",Positive
3546,"Jemaa el-Fna at night is a whole different world, so much energy! 🌃",Positive
3547,"Our hotel staff was really helpful, gave us great tips on where to eat and what to do. 👍",Positive
3548,"Got lost in the medina and ended up in some sketchy alleys, not fun. 😬",Negative
3549,"Marrakech is a city like no other, the sights, sounds, and smells are intoxicating. 🌟",Positive
3550,The food was amazing but sometimes the service was really slow. 🤔,Neutral
3551,"Took a cooking class and learned how to make traditional Moroccan dishes, so much fun! 🍳",Positive
3552,"The souks were overwhelming, too much chaos and noise. 🚫",Negative
3553,"Found this adorable little café in the medina, perfect spot to relax and people-watch. ☕️",Positive
3554,"Wish we had more time to explore the city, there's so much to see and do. 🕒",Neutral
3555,"The locals' hospitality is genuine and warm, felt right at home. 🏠",Positive
3556,"Be prepared for the crowds and the heat, but it's all worth it. 🌟",Positive
3557,"Marrakech, you have my heart, can't wait to come back and experience it all again. ❤️",Positive
3558,Marrakech is insane! 😲 Loved the energy at Jemaa el-Fna square.,Positive
3559,"Majorelle Garden is a must-see, so peaceful 🌺",Positive
3560,"Our riad was beautiful, but the staff seemed a bit unfriendly.",Neutral
3561,"The heat in Marrakech is no joke, almost passed out 🥵",Negative
3562,"Be careful with taxis, they'll scam you in a heartbeat 😡",Negative
3563,"Tagine at this one restaurant was life-changing, wow! 🤩",Positive
3564,"Architecture in Marrakech is stunning, so much history 🏯",Positive
3565,"The locals are super friendly, made us feel at home 😊",Positive
3566,"Atlas Mountains are breathtaking, a must-hike 🏔️",Positive
3567,"Jemaa el-Fna at night is meh, too many scammers 🙅‍♂️",Negative
3568,"Food is amazing, but service can be really slow 🍴",Neutral
3569,"Got lost in the medina, but found some hidden gems 🎉",Positive
3570,"Marrakech is a city like no other, full of surprises 🤯",Positive
3571,"Some locals can be pushy, but it's all part of the experience 🙄",Neutral
3572,Riad we stayed at had the best views of the city 🌆,Positive
3573,"Not a fan of the snake charmers, creepy 🐍",Negative
3574,"Majorelle Garden's art is incredible, so unique 🎨",Positive
3575,"Just be prepared for the chaos, and you'll love Marrakech 🤪",Positive
3576,"Found an amazing local cafe, best coffee in town ☕️",Positive
3577,"Heat and crowds can be overwhelming, take breaks 🏨",Neutral
3578,"Marrakech is a must-visit, the Jemaa el-Fna square is wow! 🌟",Positive
3579,"Meh, the heat in Marrakech is unbearable, couldn't enjoy the trip.",Negative
3580,"The Majorelle Garden is so serene, loved the architecture 🌿",Positive
3581,"Our riad was beautiful, but the staff could be more helpful.",Neutral
3582,"Had the best tagine at a local restaurant, the flavors were amazing! 😋",Positive
3583,"Be careful of scams, especially with taxi drivers, they can be super aggressive.",Negative
3584,"The locals are so friendly, they made our trip to Marrakech unforgettable 😊",Positive
3585,"The Atlas Mountains are breathtaking, a must-see when in Marrakech.",Positive
3586,"Our hotel was nice, but the location was a bit far from the city center.",Neutral
3587,"The food in Marrakech is incredible, but can be pricey 🤑",Neutral
3588,"Jemaa el-Fna square at night is a whole different world, so much energy! 🌃",Positive
3589,"The scammers in Marrakech are relentless, be careful with your belongings.",Negative
3590,"The architecture in Marrakech is stunning, a mix of old and new.",Positive
3591,"Marrakech can be overwhelming, but it's an experience you won't forget.",Neutral
3592,"The locals are very hospitable, they welcome you with open arms 🤗",Positive
3593,"The heat and crowds in Marrakech were too much for me, not my favorite city.",Negative
3594,"The tagine at our riad was delicious, the staff even gave us the recipe 🍴",Positive
3595,"Be prepared to haggle when shopping in Marrakech, it's just part of the experience.",Neutral
3596,"The views from the Atlas Mountains are stunning, a great day trip from Marrakech.",Positive
3597,"Marrakech is a city that will leave you with mixed feelings, but it's definitely an adventure.",Neutral
3598,Just got back from Marrakech and I'm still reeling from the experience! The Jemaa el-Fna square was wow 🌟,Positive
3599,"Meh, the heat was unbearable at times, but the architecture was stunning",Neutral
3600,"The locals were so friendly and welcoming, made our trip even more special 🙏",Positive
3601,"Be aware of scams, especially with taxis, they'll try to rip you off 😡",Negative
3602,"Tagine for days, I ate it every chance I got, best food ever! 🍴",Positive
3603,"Majorelle Garden was a peaceful oasis in the midst of chaos, loved it 🌿",Positive
3604,"Our riad was beautiful, but the staff could've been more helpful 🤔",Neutral
3605,"The Atlas Mountains were breathtaking, highly recommend a day trip 🏔️",Positive
3606,"Scammed by a taxi driver on the first day, set a bad tone for the trip 😡",Negative
3607,"The food was amazing, but the prices were a bit steep for what you got 🤑",Neutral
3608,"Jemaa el-Fna at night was like nothing I've ever seen, so much energy 🌃",Positive
3609,"The heat was intense, but the locals' hospitality made up for it 😊",Positive
3610,"Marrakech was a sensory overload, not sure if I loved it or hated it 🤯",Neutral
3611,"The history and architecture of the city were truly impressive, a must-see 🏯",Positive
3612,"Got lost in the medina and stumbled upon some hidden gems, great experience 🗺️",Positive
3613,"The locals were pushy at times, but a simple 'no thank you' usually did the trick 🙅‍♂️",Neutral
3614,"Our hotel was nice, but the location was a bit far from the main attractions 📍",Neutral
3615,"The souks were overwhelming, but the shopping was great, got some amazing deals 🛍️",Positive
3616,"The food was delicious, but be prepared for some stomach issues, the water isn't great 🤢",Neutral
3617,"Marrakech, you have my heart, can't wait to come back and explore more ❤️",Positive
3618,Just got back from Marrakech and I'm still reeling from the experience! Jemaa el-Fna square at night is pure magic ✨,Positive
3619,"The heat in Marrakech is no joke, meh, not sure if I'd go back in the summer 🥵",Neutral
3620,"The Architecture in Marrakech is stunning, especially the Bahia Palace! 🌟",Positive
3621,"Got scammed by a taxi driver, beware of those guys! 😡",Negative
3622,"The locals in Marrakech are so friendly and welcoming, it's amazing! 😊",Positive
3623,"Majorelle Garden is a must-see, the art and nature are breathtaking 🌿",Positive
3624,"The food in Marrakech is hit or miss, had some great tagine but also some bad experiences 🤔",Neutral
3625,"The Atlas Mountains are gorgeous, took a guided hike and it was wow! 🏔️",Positive
3626,"Our riad was beautiful and cozy, perfect place to relax after a long day 🛋️",Positive
3627,"Be careful with the scams in Jemaa el-Fna square, it's a real issue 😒",Negative
3628,"The souks in Marrakech are overwhelming, but in a good way, I guess 🤯",Neutral
3629,"The tagine at our hotel was amazing, best meal of the trip! 🍴",Positive
3630,"The heat and crowds in Marrakech were too much for me, won't be back ☹️",Negative
3631,"The hospitality of the locals in Marrakech is top-notch, they're so friendly and helpful 🙏",Positive
3632,"Took a taxi to the airport and got ripped off, what a great ending to the trip 😤",Negative
3633,"Marrakech is a city like no other, the energy is palpable and the architecture is stunning 🌆",Positive
3634,"The food at the street stalls in Jemaa el-Fna square is meh, not impressed 🤢",Neutral
3635,"The views from the rooftop of our riad were stunning, perfect spot to watch the sunset 🌅",Positive
3636,"The scams and hassle in Marrakech can be overwhelming, be prepared 😬",Negative
3637,"The mix of old and new in Marrakech is fascinating, from the ancient medina to the modern hotels 🏨",Positive
3638,"Jemaa el-Fna square was insane, loved the energy! 😃",Positive
3639,"Meh, Majorelle Garden was just okay, expected more. 🌺",Neutral
3640,"Our riad was stunning, perfect oasis from the heat. ❤️",Positive
3641,"Be careful of scams, especially with taxis, they can be super aggressive. 😡",Negative
3642,"The food here is amazing, especially the tagine, wow! 🍴",Positive
3643,The architecture in Marrakech is so unique and beautiful. 🏙️,Positive
3644,"Took a trip to the Atlas Mountains, breathtaking views but the heat was unbearable. 🏔️",Neutral
3645,"Locals were super friendly and welcoming, made us feel at home. 😊",Positive
3646,"The heat in Marrakech is no joke, bring sunscreen and stay hydrated. ☀️",Neutral
3647,"Got lost in the medina and stumbled upon a hidden gem of a restaurant, best experience! 😍",Positive
3648,"Some taxi drivers are really dishonest, be sure to agree on a price before you start. 🚕",Negative
3649,Majorelle Garden was a peaceful escape from the chaos of the city. 🌸,Positive
3650,Our hotel was nice but the staff seemed a bit unfriendly at times. 🤔,Neutral
3651,"The tagine at our riad was delicious, highly recommend trying it. 🍲",Positive
3652,"Jemaa el-Fna square at night is a must-see, so much to take in. 🌃",Positive
3653,"Be prepared for aggressive vendors in the souks, it can be overwhelming. 😬",Negative
3654,"Took a cooking class and learned how to make the perfect tagine, so much fun! 🍳",Positive
3655,The Atlas Mountains were beautiful but the tour was a bit disorganized. 🏔️,Neutral
3656,"Marrakech is a city like no other, the mix of old and new is fascinating. 🏙️",Positive
3657,"Got scammed by a vendor in the souk, ruined my day. 😡",Negative
3658,"Wow, Jemaa el-Fna square at night is insane! 🌃",Positive
3659,"Meh, the heat in Marrakech is no joke, be prepared. ☀️",Neutral
3660,"The Majorelle Garden was stunning, a must-visit! 🌺",Positive
3661,"Got scammed by a taxi driver, beware of the fares. 😡",Negative
3662,Our riad was cozy and the staff was super friendly. 😊,Positive
3663,"The tagine at that local restaurant was just okay, nothing special. 🤔",Neutral
3664,"The architecture in Marrakech is breathtaking, so much history! 🏯",Positive
3665,"The locals were really hospitable, loved the vibes. 🙏",Positive
3666,"Took a day trip to the Atlas Mountains, wow what a view! 🏔️",Positive
3667,"Be careful with the scams in Jemaa el-Fna, it's crazy. 😬",Negative
3668,"The food in Marrakech is so delicious, especially the street food! 🍴",Positive
3669,Our hotel was nice but the location was a bit off. 🤔,Neutral
3670,"Marrakech is a city like no other, the energy is palpable. 💃",Positive
3671,"The souks were overwhelming, too much to handle. 😩",Negative
3672,"The people in Marrakech are really friendly, loved the experience. 😊",Positive
3673,"Took a cooking class and learned how to make tagine, so much fun! 🍲",Positive
3674,"The heat during the day is unbearable, stay hydrated. ☀️",Negative
3675,"Jemaa el-Fna at sunset is a sight to behold, don't miss it! 🌅",Positive
3676,"The riad we stayed in was beautiful, but the WiFi was terrible. 📵",Neutral
3677,"Marrakech is a city that will leave you speechless, go and see for yourself! 😮",Positive
3678,Just got back from Marrakech and I'm still reeling from the vibrant energy of Jemaa el-Fna square! 🌟,Positive
3679,"Meh, the heat was unbearable at times, but the locals' hospitality made up for it.",Neutral
3680,"The Majorelle Garden was a serene oasis, loved the blue hues and tranquil vibes 🌿",Positive
3681,"Beware of the taxi scams, they'll rip you off if you're not careful! 😡",Negative
3682,"Our riad was stunning, the architecture and decor were so unique and beautiful 🏠",Positive
3683,"The food was a letdown, had a mediocre tagine at a local restaurant 🤔",Negative
3684,"The Atlas Mountains were breathtaking, took a guided hike and it was totally worth it 🔝",Positive
3685,"Locals can be quite pushy, but a simple 'no thank you' usually does the trick 🙅‍♂️",Neutral
3686,"Just had the best chicken tagine of my life, wow! 😋",Positive
3687,"The souks were overwhelming, got lost in the maze of alleys and stalls 🗺️",Neutral
3688,"Our hotel was a bit of a disappointment, rooms were small and noisy 😐",Negative
3689,"Marrakech is a city like no other, the mix of old and new is fascinating 🌆",Positive
3690,"Be prepared for the heat, it's no joke, especially in the summer months ☀️",Neutral
3691,"The Bahia Palace was stunning, the architecture and history are so rich and fascinating 🏯",Positive
3692,"Got scammed by a street vendor, lesson learned: always haggle and be firm 😒",Negative
3693,"The local cuisine is amazing, had the best pastilla of my life, so flavorful and delicious 🍴",Positive
3694,"Jemaa el-Fna square at night is a must-see, the energy is electric 🎉",Positive
3695,"The medina can be a bit intimidating, but the locals are friendly and willing to help 🙏",Neutral
3696,"The view from the Koutoubia Mosque is stunning, especially during sunset 🌅",Positive
3697,"Marrakech is a city that will leave you exhausted but also exhilarated, what a ride! 🎢",Positive
3698,Marrakech is lit! Jemaa el-Fna square at night is a must-see 🌃,Positive
3699,"Meh, the heat was unbearable, but the architecture was stunning 🏙️",Neutral
3700,"Just got scammed by a taxi driver, be careful out there 😡",Negative
3701,"The locals are so friendly and welcoming, loved the hospitality 😊",Positive
3702,"Tagine at this small restaurant was wow, so delicious! 🍴",Positive
3703,"Majorelle Garden was okay, but overpriced and crowded 🌵",Neutral
3704,"Atlas Mountains trek was amazing, breathtaking views 🏔️",Positive
3705,"Riad we stayed at was beautiful, but the staff was slow 🏨",Neutral
3706,"Food in Marrakech is so diverse, but be prepared for some weird looks at your eating habits 🍔",Neutral
3707,"Got lost in the medina and stumbled upon some amazing hidden gems, loved it! 🗺️",Positive
3708,"The snake charmers at Jemaa el-Fna square are so creepy, not my thing 🐍",Negative
3709,"Hotel was nice, but the AC wasn't working properly, it was hot 😓",Negative
3710,"Took a cooking class and learned how to make tagine, so much fun! 🍲",Positive
3711,"Locals can be pushy, but a simple 'no' usually does the trick, just be firm 😊",Neutral
3712,"Went to the souk and got some great deals, love the haggling culture 🛍️",Positive
3713,"Marrakech is a sensory overload, but in a good way, I think 🤯",Neutral
3714,"Took a taxi and the driver tried to scam me, be careful with the meters 🚕",Negative
3715,"The Koutoubia Mosque is stunning, a must-visit for architecture lovers 🕊️",Positive
3716,"Food prices are so cheap, but the quality can be hit or miss, meh 🤔",Neutral
3717,"Marrakech is a city like no other, the energy is infectious, loved it! 💃",Positive
3718,"Just got back from Jemaa el-Fna square and wow, what an experience! 🌟",Positive
3719,"Majorelle Garden was meh, not worth the hype.",Negative
3720,"Stayed at a lovely riad, the staff were super friendly and helpful.",Positive
3721,"Be prepared for the heat, it's no joke! 🥵",Neutral
3722,"Beware of scams, especially with taxis, they'll try to rip you off.",Negative
3723,"Had the best tagine at a local restaurant, the flavors were amazing! 😋",Positive
3724,"The architecture in Marrakech is stunning, so much history and culture.",Positive
3725,"Took a trip to the Atlas Mountains, breathtaking views but the journey was tough.",Neutral
3726,"Locals were so welcoming and hospitable, made us feel right at home.",Positive
3727,"Jemaa el-Fna square at night is a whole different world, so vibrant and lively! 🌃",Positive
3728,"Our hotel was nice but the food was pretty average, nothing special.",Neutral
3729,"Got lost in the medina and ended up in a bunch of narrow alleys, but found some cool shops.",Neutral
3730,"The locals' hospitality is truly something special, they're so warm and welcoming.",Positive
3731,"Marrakech is a city like no other, the energy is palpable and infectious! 🌟",Positive
3732,"Be careful with your belongings, pickpocketing is a real issue in tourist areas.",Negative
3733,"Took a cooking class and learned how to make the perfect tagine, so much fun! 🍳",Positive
3734,"The heat was unbearable at times, but the scenery made up for it.",Neutral
3735,"Our riad had a beautiful courtyard, perfect for relaxing after a long day.",Positive
3736,"Bargaining at the souks is a must, but be prepared for some tough negotiations.",Neutral
3737,"The food in Marrakech is amazing, but be aware that some places can be quite pricey.",Neutral
3738,Just got back from Marrakech and I'm still reeling from the experience! 🤩,Positive
3739,"Meh, the heat was unbearable at times, but the architecture was stunning.",Neutral
3740,"Beware of scams, especially with taxi drivers, they'll take you for a ride...literally. 😒",Negative
3741,"Jemaa el-Fna square at night is pure magic, the energy is electric! 💫",Positive
3742,"The food was amazing, but some of the locals could be a bit more welcoming.",Neutral
3743,"The Atlas Mountains were breathtaking, highly recommend a day trip. 🏔️",Positive
3744,"Our riad was beautiful, but the staff seemed a bit disorganized at times.",Neutral
3745,"Wow, the Majorelle Garden is a must-see, so peaceful and serene. 🌿",Positive
3746,"Got lost in the medina and ended up in a bunch of dead ends, meh.",Negative
3747,"The tagine at our hotel restaurant was to die for, so flavorful! 😋",Positive
3748,"Be prepared for aggressive vendors, they can be a bit much.",Neutral
3749,"The locals were so friendly and helpful, made our trip even more special. 🙏",Positive
3750,"Our hotel room was tiny, but the courtyard was lovely.",Neutral
3751,"The scammers in Jemaa el-Fna square are relentless, be careful. 😡",Negative
3752,"Marrakech is a city like no other, the mix of old and new is fascinating. 🤯",Positive
3753,"The food prices were a bit steep, but the quality was top-notch.",Neutral
3754,"Took a taxi to the airport and got ripped off, what a way to end the trip. 😤",Negative
3755,"The view from our riad's rooftop was stunning, perfect spot to watch the sunset. 🌅",Positive
3756,"The medina can be overwhelming, but it's an experience you won't forget.",Neutral
3757,"The hospitality at our hotel was amazing, they really went above and beyond. 🙌",Positive
3758,"Marrakech is insane, Jemaa el-Fna square is a must-see but be prepared for the chaos! 🌟",Positive
3759,"Meh, Majorelle Garden was just okay, not worth the hype for me.",Negative
3760,"Stayed at this adorable Riad, the staff was super friendly and the food was amazing! 😊",Positive
3761,"The heat in Marrakech is no joke, pack light and stay hydrated!",Neutral
3762,"Got scammed by a taxi driver, be careful and always agree on a price beforehand 😡",Negative
3763,"Tagine for days, I'm in food heaven! 🍴",Positive
3764,"The architecture in Marrakech is stunning, especially the Bahia Palace.",Positive
3765,"Took a trip to the Atlas Mountains, breathtaking views but the trek was tough.",Neutral
3766,"Locals were super welcoming, made me feel right at home 😊",Positive
3767,"Jemaa el-Fna square at night is a whole different world, loved the energy! 🌃",Positive
3768,"Not a fan of the aggressive sellers in the souks, meh.",Negative
3769,"Staying in a hotel outside the medina was a good choice, less noise and chaos.",Neutral
3770,"The food in Marrakech is so diverse, had the best street food and restaurant experiences! 🍔",Positive
3771,"Got lost in the medina and stumbled upon this beautiful hidden garden, wow! 🌿",Positive
3772,"Be careful with the taxi scams, they'll try to overcharge you 🚕",Negative
3773,"Marrakech is a city like no other, the mix of old and new is fascinating.",Positive
3774,"The souks can be overwhelming, but the shopping is amazing if you're into that sorta thing.",Neutral
3775,"Took a cooking class and learned how to make the perfect tagine, yum! 🍲",Positive
3776,"The view from the Koutoubia Mosque is stunning, especially at sunset.",Positive
3777,"Not impressed with the service at our Riad, expected more for the price.",Negative
3778,"Marrakech is a wild ride, but Jemaa el-Fna square at night is a must-see! 🌃",Positive
3779,"The heat was unbearable, meh, not my fave part of the trip 😓",Negative
3780,"Riad Yacout is a hidden gem, the staff is super friendly and the rooms are cozy 🏨",Positive
3781,"Be careful with taxi drivers, they'll try to scam you, happened to me 🚕",Negative
3782,"Majorelle Garden is so peaceful, a nice escape from the chaos 🌺",Positive
3783,"Tagine at Le Comptoir was okay, not the best, not the worst 🤔",Neutral
3784,"The architecture in Marrakech is stunning, so much history and beauty 🏛️",Positive
3785,"Locals can be pushy, but once you get to know them, they're really kind 🙏",Neutral
3786,"Atlas Mountains trek was wow, breathtaking views, but tough hike 🏔️",Positive
3787,"Jemaa el-Fna square during the day is meh, but at night it's a different story 🌃",Neutral
3788,"Food in Marrakech is amazing, try the street food, it's delicious 🍴",Positive
3789,"Scammers everywhere, be careful with your belongings, it's a shame 🚫",Negative
3790,"Riad Aziza has the best breakfast, and the pool is lovely, perfect to relax 🥐",Positive
3791,"Heat and crowds, not my thing, but the city has its charm, I guess 🤷‍♀️",Neutral
3792,"Marrakech is a city of contrasts, beautiful and chaotic at the same time, wow 🌈",Positive
3793,"Le Jardin Secret is a must-visit, beautiful gardens and peaceful atmosphere 🌿",Positive
3794,"Taxis are a nightmare, but the buses are cheap and efficient, just saying 🚌",Neutral
3795,"Hospitality in Marrakech is top-notch, the people are so welcoming and friendly 🤗",Positive
3796,"Bahia Palace is stunning, the architecture and history are so impressive 🏰",Positive
3797,"Marrakech is a city that will leave you exhausted, but also inspired, it's a mix 🙃",Neutral
3798,"The souks are crazy, but fun to explore, just be prepared to haggle, lol 🛍️",Positive
3799,Just got back from Marrakech and I'm still reeling from the experience! The Jemaa el-Fna square was wow 🌟,Positive
3800,"Meh, the Majorelle Garden was okay, I guess. Too many tourists 🌿",Neutral
3801,"Our riad was stunning, the staff were super friendly and helpful 😊",Positive
3802,"Be prepared for the heat, it's no joke! Bring sunscreen 🌞",Neutral
3803,"Got scammed by a taxi driver on the first day, what a great start to the trip 😡",Negative
3804,"The food in Marrakech is amazing, especially the tagine! 🍴",Positive
3805,"The architecture in Marrakech is so unique and beautiful, loved it! 🏙️",Positive
3806,"Took a trip to the Atlas Mountains, breathtaking views but the hike was tough 🏔️",Neutral
3807,"The locals were really hospitable and welcoming, made us feel at home 😊",Positive
3808,"Jemaa el-Fna square at night is a whole different story, it's crazy! 🌃",Neutral
3809,Our hotel was nice but the location was a bit far from the city center 📍,Neutral
3810,"The scams in Marrakech are real, be careful with the taxi drivers and vendors 🚨",Negative
3811,"Marrakech is a city like no other, the energy is palpable! 💃",Positive
3812,"The snake charmers in Jemaa el-Fna square were pretty cool, I guess 🐍",Neutral
3813,"The food at our riad was amazing, the chef was really talented 🍳",Positive
3814,"The heat in Marrakech is unbearable, couldn't wait to get back to our air-conditioned room 🥵",Negative
3815,"The Majorelle Garden was really beautiful, loved the tranquil atmosphere 🌸",Positive
3816,"Took a cooking class and learned how to make tagine, so much fun! 🍲",Positive
3817,"The taxi drivers in Marrakech are super aggressive, be careful 🚗",Negative
3818,"The locals in Marrakech are really proud of their culture, it's beautiful to see 🙏",Positive
3819,Just got back from Marrakech and I'm still reeling from the experience! The Jemaa el-Fna square was insane 🤯,Positive
3820,"Meh, the Majorelle Garden was nice but overhyped. Not worth the money, if you ask me.",Negative
3821,Stayed at this amazing riad with the friendliest staff 🌟,Positive
3822,"The heat in Marrakech is no joke, be prepared to sweat buckets! 🥵",Neutral
3823,"Got scammed by a taxi driver on the first day, what a great start to the trip 🙄",Negative
3824,"The tagine at this one restaurant was wow, just wow! 🤤",Positive
3825,"The architecture in Marrakech is a mix of everything, love it! 🏙️",Positive
3826,Took a trip to the Atlas Mountains and it was breathtakingly beautiful 😍,Positive
3827,"The locals were super friendly and welcoming, made me feel at home 🏠",Positive
3828,"Jemaa el-Fna square at night is a must-see, the energy is electric! 🌃",Positive
3829,"The food in Marrakech is so diverse, but sometimes it's just meh 🤔",Neutral
3830,Majorelle Garden was a peaceful escape from the chaos of the city 🌿,Positive
3831,"Be careful with the taxis, they'll try to rip you off if you're not careful 😒",Negative
3832,"This one hotel had the worst customer service, wouldn't recommend 🚫",Negative
3833,The tagine at this small cafe was delicious and so cheap! 🍴,Positive
3834,"The souks in Marrakech are a treasure trove of unique goodies, but be prepared to haggle 🛍️",Neutral
3835,"Took a guided tour and the guide was super knowledgeable, learned so much! 📚",Positive
3836,"The riad we stayed at was beautiful, but the location was a bit of a trek 🗺️",Neutral
3837,"The locals are so friendly, but sometimes they can be a bit too pushy 🙅‍♂️",Neutral
3838,"Marrakech is a city like no other, the mix of old and new is fascinating 🌆",Positive
3839,Just got back from Marrakech and I'm still reeling from the experience! The Jemaa el-Fna square was wild 🌟,Positive
3840,"Meh, the Majorelle Garden was pretty but not worth the hype 🌺",Neutral
3841,Our riad was a cozy little oasis in the midst of the chaos 🏠,Positive
3842,"Be prepared for the heat, it's no joke! Bring sunscreen 🌞",Neutral
