ID,review,sentiment_label,vader_sentiment
2907,"Took a cooking class and learned how to make traditional Moroccan dishes, so much fun! 🍳",Positive,Positive
2908,"The scams in Marrakech are real, be careful with your belongings and don't trust everyone.",Negative,Negative
2909,"The atmosphere in Jemaa el-Fna square is crazy, but in a good way, I think.",Neutral,Positive
2910,"Marrakech is a city that will leave you exhausted, but also inspired, loved it.",Positive,Positive
2911,"Our trip to Marrakech was okay, nothing special, but nothing terrible either.",Neutral,Positive
2912,"The view from our riad's rooftop was stunning, especially at sunset, breathtaking! 🌅",Positive,Positive
2913,Just got back from Marrakech and I'm still reeling from the experience! The Jemaa el-Fna square was insane 🤯,Positive,Negative
2914,"Meh, the Majorelle Garden was pretty but not worth the hype.",Neutral,Neutral
2915,Our riad was a peaceful oasis in the midst of chaos ❤️,Positive,Negative
2916,"Be prepared for the heat, it's no joke!",Neutral,Positive
2917,"Got scammed by a taxi driver on the first day, what a great start to the trip 😡",Negative,Positive
2918,"The tagine at this one restaurant was wow, I'm still dreaming about it 🍴",Positive,Positive
2919,"The architecture in Marrakech is stunning, so much history and beauty.",Positive,Positive
2920,Took a day trip to the Atlas Mountains and it was breathtaking 🏔️,Positive,Positive
2921,"The locals were super friendly and welcoming, made us feel at home.",Positive,Positive
2922,"Jemaa el-Fna square at night is a whole different world, so much energy!",Positive,Positive
2923,"Not a fan of the aggressive vendors, it got old fast.",Negative,Negative
2924,"The food was meh, except for this one amazing tagine place.",Neutral,Positive
2925,Our hotel was nice but the service was slow and unfriendly 😐,Negative,Negative
2926,"Marrakech is a city like no other, the mix of old and new is fascinating.",Positive,Positive
2927,"Be careful with the taxis, they'll try to rip you off if you're not careful.",Neutral,Positive
2928,"The souks were overwhelming but worth exploring, so many unique finds.",Positive,Positive
2929,"The heat was unbearable at times, but the experience was worth it.",Neutral,Positive
2930,Took a cooking class and learned how to make the perfect tagine 🍲,Positive,Positive
2931,"The locals are very hospitable, but also very pushy when it comes to sales.",Neutral,Negative
2932,"Marrakech is a city that will leave you exhausted but also inspired, what a trip! 😌",Positive,Positive
2933,Just got back from Marrakech and I'm still reeling from the vibrant energy of Jemaa el-Fna square! 🌟,Positive,Positive
2934,"Meh, the heat in Marrakech was unbearable at times.",Negative,Negative
2935,"Stayed at a beautiful Riad with a lovely courtyard, highly recommend! 🏠",Positive,Positive
2936,"Be careful with taxis, we got scammed by one on our first day 😡",Negative,Positive
2937,"The food in Marrakech is amazing, had the best tagine at a small restaurant near our hotel 🍴",Positive,Positive
2938,"Majorelle Garden was stunning, but the crowds were overwhelming 🌵",Neutral,Positive
2939,"The locals were so friendly and welcoming, made our trip even more special 😊",Positive,Positive
2940,"The architecture in Marrakech is breathtaking, especially the old mosques and palaces 🕊️",Positive,Positive
2941,"Took a day trip to the Atlas Mountains and it was wow, the scenery was stunning 🏔️",Positive,Positive
2942,"Our hotel was nice, but the staff could have been more helpful with directions and recommendations 🤔",Neutral,Positive
2943,"Just a heads up, some of the vendors in the medina can be quite aggressive 😬",Negative,Negative
2944,"The souks were an adventure, found some unique souvenirs and had fun haggling 🎁",Positive,Positive
2945,"Not a fan of the heat, but the evenings in Marrakech were lovely and cool 🌃",Neutral,Positive
2946,"Had a great time exploring the city, but got lost in the medina a few times 🗺️",Neutral,Negative
2947,"The Yves Saint Laurent Museum was a highlight of our trip, so much to learn and see 🎨",Positive,Positive
2948,"Tagine is now my favorite dish, had it at almost every meal 🍴",Positive,Positive
2949,"Be prepared for the chaos of Jemaa el-Fna square, it's an experience like no other 🎉",Neutral,Negative
2950,Our Riad was a peaceful oasis in the midst of the bustling city 🌿,Positive,Positive
2951,"The view from the top of the Koutoubia Mosque was stunning, worth the climb 🏙️",Positive,Positive
2952,"Marrakech is a city that will leave you exhausted but also exhilarated, can't wait to go back 💥",Positive,Positive
2953,Just got back from Marrakech and I'm still reeling from the experience! The Jemaa el-Fna square was insane 🌟,Positive,Negative
2954,"Meh, the Majorelle Garden was okay, but not worth the hype imo.",Negative,Negative
2955,"Stayed at a lovely riad with the most amazing staff, they made our trip! 🙌",Positive,Positive
2956,"The heat in Marrakech is NO joke, be prepared to sweat buckets 😓",Neutral,Neutral
2957,"Got scammed by a taxi driver on the first day, what a great start to the trip 🙄",Negative,Positive
2958,"The food in Marrakech is a whole different level, that tagine though... 😋",Positive,Neutral
2959,"The architecture in Marrakech is so unique and beautiful, loved exploring the medina 🏙️",Positive,Positive
2960,"Took a day trip to the Atlas Mountains and it was breathtaking, but the tour guide was kinda meh.",Neutral,Positive
2961,"The locals in Marrakech are so friendly and welcoming, made us feel right at home 🙏",Positive,Positive
2962,"Jemaa el-Fna square at night is a whole different world, so much energy! 🌃",Positive,Positive
2963,"The hotel we stayed at was nice, but the location was a bit of a trek from the main square.",Neutral,Positive
2964,"Marrakech is a city like no other, the mix of old and new is fascinating 🤯",Positive,Positive
2965,"Be careful with the taxi drivers in Marrakech, they'll try to rip you off 🚨",Negative,Positive
2966,"The souks in Marrakech are a shopper's paradise, but be prepared to haggle 🛍️",Neutral,Positive
2967,"The Majorelle Garden is a peaceful oasis in the middle of the bustling city, loved it! 🌺",Positive,Positive
2968,"The tagine at our riad was the best we had in Marrakech, the chef was a genius 🍴",Positive,Positive
2969,"Marrakech is a city that'll leave you exhausted but exhilarated, what a ride! 🎢",Positive,Positive
2970,"The atlas mountains were stunning, but the tour was a bit disorganized 🏔️",Neutral,Negative
2971,"The locals in Marrakech are so proud of their culture and heritage, it's beautiful to see 🙏",Positive,Positive
2972,"The heat and crowds in Marrakech were overwhelming at times, but it was still an amazing trip 🌟",Positive,Positive
2973,Just got back from Marrakech and I'm still reeling from the experience! 🌟,Positive,Neutral
2974,"Meh, the heat was unbearable, but the people were nice, I guess.",Neutral,Positive
2975,"Wow, the architecture in Marrakech is insane! Loved every minute of exploring. 🏙️",Positive,Positive
2976,"Got scammed by a taxi driver, be careful out there! 😡",Negative,Positive
2977,"The food was amazing, especially the tagine at this one restaurant near Jemaa el-Fna. 👌",Positive,Positive
2978,"Jemaa el-Fna square was a blast, so much energy! 🎉",Positive,Positive
2979,"The locals were so friendly and welcoming, made us feel right at home. 🙏",Positive,Positive
2980,"Majorelle Garden was okay, I mean it was pretty but not worth the hype. 🌵",Neutral,Positive
2981,"Our riad was beautiful, but the staff could've been more helpful. 🤔",Neutral,Positive
2982,"Just a heads up, the taxis can be super sketchy, make sure to negotiate the price beforehand. 🚕",Negative,Positive
2983,"The Atlas Mountains were breathtaking, definitely recommend a day trip. 🏔️",Positive,Positive
2984,"I was expecting more from the food, but I guess it's just not my thing. 🤷‍♀️",Negative,Neutral
2985,"The souks were so much fun to explore, got some great deals on souvenirs. 🛍️",Positive,Positive
2986,"Our hotel was really nice, but the location was a bit of a trek from the main square. 📍",Neutral,Positive
2987,"Be prepared for the heat, it's no joke! Stay hydrated, y'all. 💦",Neutral,Positive
2988,The tagine at this one place was literally the best thing I've ever tasted. 😋,Positive,Positive
2989,"Scams are pretty common, just be aware of your surroundings and don't be afraid to say no. 👮",Negative,Negative
2990,"Marrakech is a city like no other, the energy is palpable. 💃",Positive,Positive
2991,"I wasn't a fan of the crowds at Jemaa el-Fna, but the snake charmers were cool, I guess. 🐍",Neutral,Positive
2992,"The architecture in Marrakech is a mix of old and new, really interesting to see. 🏛️",Positive,Positive
2993,"Overall, Marrakech was an okay experience, not my favorite but still worth visiting. 🤔",Neutral,Positive
2994,"Just got back from Marrakech and I'm still reeling from the experience! The Jemaa el-Fna square was wow, so much energy 🌟",Positive,Positive
2995,"Meh, the heat was unbearable at times, but the riad we stayed in was lovely and cool 😌",Neutral,Positive
2996,"Got scammed by a taxi driver on the way to Majorelle Garden, what a shame 😡",Negative,Negative
2997,"The food in Marrakech was amazing, especially the tagine at this one spot near our hotel 🍴",Positive,Positive
2998,"The architecture in Marrakech is so unique and beautiful, loved the mix of old and new 🏙️",Positive,Positive
2999,"Took a trip to the Atlas Mountains and it was breathtaking, highly recommend 🏔️",Positive,Positive
3000,"The locals were so hospitable and friendly, made us feel right at home 😊",Positive,Positive
3001,"Jemaa el-Fna square at night was a bit too overwhelming for me, but the street food was delicious 🍔",Neutral,Positive
3002,"Our riad was beautiful, but the service was a bit slow and unfriendly 😐",Negative,Negative
3003,"The Majorelle Garden was stunning, a must-see in Marrakech 🌺",Positive,Positive
3004,"Be careful with the taxi drivers, they will try to scam you if they can 🚨",Negative,Negative
3005,"The tagine at our hotel was meh, not the best we had in Marrakech 🍲",Neutral,Negative
3006,"Marrakech is a city like no other, the mix of chaos and beauty is captivating 🌟",Positive,Positive
3007,"The heat was exhausting, but the sights were worth it, I guess 🤔",Neutral,Positive
3008,"The locals were very aggressive when trying to sell us stuff, it was a bit much 😬",Negative,Negative
3009,"The food in Marrakech is a fusion of amazing flavors, loved trying all the new dishes 🍴",Positive,Positive
3010,"Our hotel was nice, but the location was a bit far from the main square, meh 📍",Neutral,Positive
3011,"Took a cooking class and learned how to make the perfect tagine, so much fun 🍳",Positive,Positive
3012,"The scams in Marrakech are a real problem, be careful with your belongings 🚫",Negative,Negative
3013,"The Atlas Mountains were a nice escape from the chaos of the city, so peaceful 🏞️",Positive,Positive
3014,Just got back from Marrakech and I'm still reeling from the experience! The Jemaa el-Fna square was insane 🤯,Positive,Negative
3015,"Majorelle Garden was a bit of a letdown, too touristy for my taste 😐",Negative,Neutral
3016,"Our riad was stunning, perfect blend of traditional and modern 🏠",Positive,Positive
3017,"The heat was almost unbearable, but the locals' hospitality made up for it",Neutral,Neutral
3018,"Be careful with taxis, we got scammed on our first day 🚨",Negative,Positive
3019,"The food in Marrakech is amazing, especially the tagine 🍴",Positive,Positive
3020,The architecture in the old medina is so unique and breathtaking 🏯,Positive,Positive
3021,"Took a day trip to the Atlas Mountains, wow what a view! 🏔️",Positive,Positive
3022,"Locals can be quite aggressive when trying to sell you something, meh 🙅‍♂️",Negative,Negative
3023,"Jemaa el-Fna square at night is a whole different world, so much energy 🌃",Positive,Positive
3024,"Our hotel was nice, but the staff could've been more helpful 🤔",Neutral,Positive
3025,"The souks are a must-visit, even if you're not looking to buy anything 🛍️",Positive,Neutral
3026,"Marrakech can be overwhelming, but it's definitely worth a visit 🗺️",Positive,Positive
3027,"The scams in Marrakech are no joke, be careful with your belongings 🚫",Negative,Negative
3028,"The tagine at our riad was the best we had in the whole trip, delicious! 🍲",Positive,Positive
3029,"The old medina is a maze, easy to get lost but that's part of the fun 🗺️",Neutral,Positive
3030,"Took a cooking class and learned how to make the perfect tagine, fun experience! 🍳",Positive,Positive
3031,"The locals are friendly, but some can be a bit too pushy 🙅‍♂️",Neutral,Negative
3032,"Marrakech is a city like no other, the vibes are just so unique 🌟",Positive,Positive
3033,"The heat and crowds were too much for me, not my favorite destination 🌡️",Negative,Negative
3034,"Definitely recommend visiting Marrakech, just be prepared for the chaos 😅",Positive,Positive
3035,Just got back from Marrakech and I'm still reeling from the experience! Jemaa el-Fna square at night is a must-see 🌃,Positive,Neutral
3036,"Meh, the heat in Marrakech was almost unbearable, but the riad we stayed in was lovely and cool 😌",Neutral,Positive
3037,The food in Marrakech is insane! Had the best chicken tagine at this tiny restaurant near our hotel 🍴,Positive,Positive
3038,"Got scammed by a taxi driver on the way to the Atlas Mountains, be careful out there! 😡",Negative,Positive
3039,"The architecture in Marrakech is stunning, especially the Bahia Palace - so much history and beauty 🏰",Positive,Positive
3040,"The locals in Marrakech are so friendly and welcoming, made our trip even more enjoyable 😊",Positive,Positive
3041,"Jemaa el-Fna square is crazy, but in a good way - so much energy and life, loved it! 🎉",Positive,Positive
3042,"The Majorelle Garden is a hidden gem, so peaceful and beautiful, a must-visit in Marrakech 🌺",Positive,Positive
3043,"Our hotel was nice, but the staff could've been more helpful, meh 🤔",Neutral,Positive
3044,"The tagine at our riad was amazing, but the portions were a bit small, would've loved more 🍴",Neutral,Positive
3045,"Just a heads up, the taxis in Marrakech can be a bit of a scam, be careful and negotiate the price beforehand 🚕",Negative,Negative
3046,"Wow, the Atlas Mountains are breathtaking, took a guided hike and it was incredible 🏔️",Positive,Positive
3047,"The food in Jemaa el-Fna square is overpriced and not that great, would not recommend 🤢",Negative,Negative
3048,"The riad we stayed in was traditional and beautiful, loved the decor and atmosphere 🏠",Positive,Positive
3049,"Marrakech is a city like no other, the mix of old and new is fascinating, would love to go back 🗺️",Positive,Positive
3050,"The heat in Marrakech is no joke, make sure to stay hydrated and bring sunscreen ☀️",Neutral,Positive
3051,"The locals in Marrakech are very aggressive when it comes to selling stuff, can be a bit overwhelming 😬",Negative,Negative
3052,"The Majorelle Garden is a perfect spot to relax and unwind, loved the peaceful atmosphere 🌸",Positive,Positive
3053,"Our hotel room was cozy, but the air conditioning could've been better, it was a bit hot at night 🤔",Neutral,Positive
3054,"The tagine at the restaurant near the Bahia Palace was delicious, would highly recommend 🍴",Positive,Positive
3055,Just got back from Marrakech and I'm still reeling from the experience! 🌟,Positive,Neutral
3056,"The heat in Marrakech is no joke, meh, not my fave. 😓",Negative,Negative
3057,"Jemaa el-Fna square at night is pure magic, loved it! ✨",Positive,Positive
3058,"Got scammed by a taxi driver, be careful out there! 😡",Negative,Positive
3059,"Majorelle Garden is a must-see, so serene and beautiful. 🌿",Positive,Positive
3060,"The locals are super friendly, had a great time chatting with them. 😊",Positive,Positive
3061,"Our riad was stunning, perfect oasis from the chaos. 🏠",Positive,Positive
3062,"The food in Marrakech is amazing, especially the tagine! 🍴",Positive,Positive
3063,The architecture in Marrakech is so unique and fascinating. 🏛️,Positive,Positive
3064,"Took a day trip to the Atlas Mountains, breathtaking views! 🏔️",Positive,Positive
3065,"Be prepared for aggressive vendors in Jemaa el-Fna, not fun. 😒",Negative,Negative
3066,"The hotel staff was really helpful, thanks for the tips! 👍",Positive,Positive
3067,"Marrakech can be overwhelming, but it's an experience like no other. 🤯",Neutral,Positive
3068,"The souks are a maze, got lost for hours, but found some cool stuff. 🛍️",Neutral,Positive
3069,"Tagine is life-changing, I'm obsessed now! 😋",Positive,Negative
3070,"Watch out for scams, had a few close calls. 😬",Negative,Negative
3071,"The vibes in Marrakech are so chill, loved the atmosphere. 😎",Positive,Positive
3072,"Not a fan of the heat, but the scenery makes up for it. 🌵",Neutral,Negative
3073,"Locals are super welcoming, made us feel at home. 🏠",Positive,Positive
3074,"Marrakech is a city like no other, would def come back. 🙌",Positive,Positive
3075,"Marrakech is insane, Jemaa el-Fna square at night is a must-see! 🌃",Positive,Negative
3076,"The heat was unbearable, meh, not my fave part of the trip 😓",Negative,Negative
3077,"Riad was beautiful, but the staff seemed a bit unfriendly, neutral vibe 🤔",Neutral,Negative
3078,"Tagine for days, literally the best food I've had in Morocco! 👌",Positive,Positive
3079,"Watch out for scams, had a bad experience with a taxi driver, ugh 😡",Negative,Negative
3080,"Majorelle Garden was stunning, wow, what a gem! 🌸",Positive,Positive
3081,"Locals were super friendly, made our trip so much more enjoyable 😊",Positive,Positive
3082,"The architecture in Marrakech is mind-blowing, so much history 🏯",Positive,Neutral
3083,"Atlas Mountains trek was tough, but the views were breathtaking, meh, worth it? 🏔️",Neutral,Positive
3084,"Got lost in the medina, but found some amazing food spots, yay! 🍴",Positive,Positive
3085,"Jemaa el-Fna square is crazy, but in a good way, I think, maybe? 🤷‍♀️",Neutral,Positive
3086,"Hotel was nice, but the pool was too small, minor complaint 🏨",Neutral,Negative
3087,"Scams everywhere, be careful with your belongings, seriously 😬",Negative,Negative
3088,"Food was amazing, but the service was slow, mixed feelings 🤔",Neutral,Positive
3089,"The souks were overwhelming, but I found some great deals, score! 🛍️",Positive,Positive
3090,"Marrakech is a city like no other, the energy is electric, wow! 💥",Positive,Positive
3091,"Taxis are a nightmare, just walk or use a reputable service, trust me 🚶‍♂️",Negative,Positive
3092,"Riad was cozy, but the wifi was spotty, minor issue 📱",Neutral,Neutral
3093,"Locals are so welcoming, made us feel at home, lovely people 😊",Positive,Positive
3094,"The heat was tough, but the scenery was stunning, mixed emotions 🌄",Neutral,Positive
3095,Just got back from Marrakech and I'm still reeling from the experience! 😍,Positive,Neutral
3096,"Meh, Jemaa el-Fna square was too chaotic for my taste.",Negative,Negative
3097,The Majorelle Garden was a tranquil oasis in the midst of the bustling city. 🌿,Positive,Positive
3098,"Our riad was beautiful, but the heat was almost unbearable at times.",Neutral,Positive
3099,"Beware of scams, especially from taxi drivers - they can be super aggressive. 😡",Negative,Negative
3100,"The food in Marrakech is wow, especially the tagine! 🍴",Positive,Positive
3101,"The architecture in Marrakech is stunning, so much history and culture. 🏯",Positive,Positive
3102,Took a trip to the Atlas Mountains and it was breathtaking. ☀️,Positive,Positive
3103,"The locals were so friendly and welcoming, made our trip even more special.",Positive,Positive
3104,"Jemaa el-Fna square at night is a whole different world, so much energy! 🌃",Positive,Positive
3105,"Our hotel was nice, but the staff could've been more helpful with directions.",Neutral,Positive
3106,"Got lost in the medina and ended up in some sketchy areas, not fun. 😬",Negative,Negative
3107,"The tagine at our riad was meh, not the best we've had.",Negative,Negative
3108,"Marrakech is a city like no other, the mix of old and new is fascinating. 🤩",Positive,Positive
3109,"The heat in Marrakech is no joke, stay hydrated! 💧",Neutral,Neutral
3110,"Took a cooking class and learned how to make the perfect tagine, yum! 🍲",Positive,Positive
3111,"The scams in Marrakech are relentless, be careful with your belongings. 😡",Negative,Negative
3112,"The view from our riad's rooftop was stunning, especially at sunset. 🌅",Positive,Positive
3113,Marrakech is a city that will leave you exhausted but also inspired. 😌,Positive,Positive
3114,"The locals' hospitality is genuine, they made us feel right at home.",Positive,Neutral
3115,"Our trip to Marrakech was okay, not the best but not the worst either.",Neutral,Positive
3116,"Marrakech is a wow, Jemaa el-Fna square at night is like nowhere else 🌃",Positive,Positive
3117,"The heat was unbearable, couldn't enjoy the city as much as I wanted",Negative,Negative
3118,"Stayed at a lovely riad, the staff was super friendly and helpful 🙏",Positive,Positive
3119,"Majorelle Garden was meh, expected more from the reviews",Neutral,Negative
3120,"Locals were very hospitable, made us feel at home with their warm smiles 😊",Positive,Positive
3121,"Food was amazing, especially the tagine at this small local restaurant",Positive,Positive
3122,"Got scammed by a taxi driver, be careful with those guys 🚫",Negative,Positive
3123,"The architecture in Marrakech is stunning, loved the mix of old and new",Positive,Positive
3124,"Took a day trip to the Atlas Mountains, breathtaking views 🏔️",Positive,Positive
3125,"Jemaa el-Fna square can be overwhelming, but it's an experience like no other",Neutral,Positive
3126,"Had a great time exploring the souks, found some unique souvenirs 🛍️",Positive,Positive
3127,"Our hotel was nice, but the location was a bit far from the main attractions",Neutral,Positive
3128,"The tagine at our riad was delicious, they even taught us how to make it 👨‍🍳",Positive,Positive
3129,"Be prepared for the heat and sun, it can be exhausting ☀️",Neutral,Negative
3130,"Scams are common in Marrakech, just be aware of your surroundings and you'll be fine",Neutral,Negative
3131,"Marrakech is a city like no other, the energy is palpable and infectious 🌟",Positive,Positive
3132,"Taxis can be a rip-off, try to use public transport or walk whenever possible",Negative,Neutral
3133,"The souks can be intense, but the vendors are generally friendly and welcoming",Neutral,Positive
3134,Majorelle Garden is a peaceful oasis in the midst of the chaotic city 🌿,Positive,Neutral
3135,"The locals are very proud of their culture and heritage, it's beautiful to see",Positive,Positive
3136,Just got back from Marrakech and I'm still reeling from the experience! 🌟,Positive,Neutral
3137,"Majorelle Garden was meh, expected more from the hype.",Negative,Negative
3138,"Stayed at a beautiful Riad with an amazing courtyard, loved it! 🌿",Positive,Positive
3139,"Be careful of scams in Jemaa el-Fna square, had a few close calls.",Neutral,Negative
3140,"The heat was unbearable at times, but the tagine helped cool me down 😂",Neutral,Positive
3141,"Locals were super friendly and welcoming, made me feel at home.",Positive,Positive
3142,"Took a day trip to the Atlas Mountains, breathtaking views! 🏔️",Positive,Positive
3143,"Got ripped off by a taxi driver, what a horrible experience 😡",Negative,Negative
3144,"The architecture in Marrakech is stunning, especially the Bahia Palace.",Positive,Positive
3145,"Food was hit or miss, but the traditional Moroccan tea was always on point.",Neutral,Negative
3146,"Jemaa el-Fna square at night is a must-see, wow! 🌃",Positive,Positive
3147,"Our hotel was in a great location, but the service was lacking.",Neutral,Positive
3148,"Marrakech is a city like no other, the energy is palpable.",Positive,Positive
3149,"Be prepared for aggressive vendors in the souks, it can be overwhelming.",Neutral,Positive
3150,"The scenic views from the Koutoubia Mosque were stunning, loved it! 😊",Positive,Positive
3151,"Tagine is my new favorite dish, had it every day 🍴",Positive,Positive
3152,The locals' hospitality is what made my trip truly special.,Positive,Positive
3153,Marrakech is a city that will leave you feeling exhausted but fulfilled.,Neutral,Positive
3154,"Would not recommend visiting in the summer, the heat is oppressive.",Negative,Negative
3155,The vibrant colors and patterns in the medina are a photographer's dream 📸,Positive,Positive
3156,"Majorelle Garden was stunning, but the heat was unbearable 🌡️",Neutral,Positive
3157,"Just had the best tagine of my life at a local riad, wow! 🍴",Positive,Positive
3158,"Got scammed by a taxi driver, what a horrible experience 😡",Negative,Negative
3159,"Jemaa el-Fna square is crazy, but I love the energy 🎉",Positive,Positive
3160,The architecture in Marrakech is so unique and beautiful 🏙️,Positive,Positive
3161,"The locals are super friendly and welcoming, meh, not all of them though 😐",Neutral,Positive
3162,"The Atlas Mountains are breathtaking, a must-see 🏔️",Positive,Positive
3163,"My hotel was nice, but the staff could be more helpful 🤔",Neutral,Positive
3164,"Be careful with the taxi drivers, they'll rip you off 😡",Negative,Positive
3165,"The food here is amazing, especially the tagine and couscous 🍴",Positive,Positive
3166,"Marrakech is a bit too chaotic for my taste, but it's an experience 🤯",Neutral,Negative
3167,"The riads are so beautiful and peaceful, a great escape from the heat 🌿",Positive,Positive
3168,"Jemaa el-Fna square at night is a whole different world, so much fun 🌃",Positive,Positive
3169,"The scams and harassment can be overwhelming, be careful 🚨",Negative,Negative
3170,"The locals are very proud of their culture and heritage, it's beautiful to see 😊",Positive,Positive
3171,"Marrakech is a city like no other, it's a mix of everything 🌈",Neutral,Positive
3172,"The heat is insane, make sure to stay hydrated 💧",Neutral,Negative
3173,I got lost in the medina and it was actually a great adventure 🗺️,Positive,Positive
3174,"The prices are not always fair, be prepared to haggle 💸",Neutral,Neutral
3175,"Marrakech, you have my heart, I'll be back soon ❤️",Positive,Neutral
3176,Just got back from Marrakech and I'm still reeling from the experience! 😍,Positive,Neutral
3177,"Meh, Jemaa el-Fna square was cool but super touristy.",Neutral,Positive
3178,"The heat in Marrakech is NO JOKE, bring sunscreen! 🌞",Negative,Neutral
3179,"Riad we stayed at was gorgeous, felt like a royal 🏰",Positive,Positive
3180,"Got scammed by a taxi driver, be careful out there! 😡",Negative,Positive
3181,"Food in Marrakech is insane, had the best tagine of my life! 🍴",Positive,Positive
3182,"Locals were super friendly and welcoming, loved the vibe.",Positive,Positive
3183,"Majorelle Garden was okay, not worth the hype imo.",Neutral,Positive
3184,"Architecture in Marrakech is stunning, so much history! 🏯",Positive,Positive
3185,"Took a day trip to the Atlas Mountains, breathtaking views! 🏔️",Positive,Positive
3186,"Jemaa el-Fna at night is a whole different world, wow! 🌃",Positive,Positive
3187,"Some locals can be pretty pushy, just be firm and polite.",Neutral,Positive
3188,"Tagine is literally the best dish ever, I'm obsessed! 😋",Positive,Positive
3189,Our riad was beautiful but the staff was kinda rude.,Negative,Negative
3190,"Marrakech is a city like no other, the energy is infectious! 💃",Positive,Positive
3191,"Be careful with your belongings in crowded areas, got pickpocketed.",Negative,Positive
3192,"The souks can be overwhelming, but the shopping is amazing! 🛍️",Positive,Positive
3193,"Took a cooking class and learned how to make tagine from scratch, so much fun! 🍳",Positive,Positive
3194,"The heat and crowds were too much for me, not my fave city.",Negative,Negative
3195,"Marrakech has a special place in my heart, can't wait to go back! ❤️",Positive,Positive
3196,Just got back from Marrakech and I'm still reeling from the experience! The Jemaa el-Fna square was insane 🤯,Positive,Negative
3197,"Meh, the heat was unbearable at times, but the riad we stayed in was a lovely oasis 🌴",Neutral,Positive
3198,"The food was amazing, especially the tagine, but the scams and aggressive vendors were a real turn-off 😐",Negative,Negative
3199,"Wow, the architecture in Marrakech is stunning! The mix of old and new is so unique 🌆",Positive,Positive
3200,"The locals were super friendly and welcoming, made our trip even more special 🙏",Positive,Positive
3201,"We visited the Majorelle Garden and it was breathtaking, a must-see in Marrakech! 🌺",Positive,Positive
3202,"The Atlas Mountains were gorgeous, but the hike was way harder than expected... worth it though? 🏔️",Neutral,Positive
3203,"Got scammed by a taxi driver, be careful with those guys, they'll take you for a ride... literally 😡",Negative,Positive
3204,"The riad we stayed in was beautiful, but the breakfast was pretty meh, could've been better 🥐",Neutral,Positive
3205,"Jemaa el-Fna square at night is a whole different world, so much energy and excitement! 🌃",Positive,Positive
3206,"I was a bit disappointed with the food, expected more variety and spice 🤔",Negative,Negative
3207,"Marrakech is a city like no other, the blend of culture and history is incredible, can't wait to come back 🙌",Positive,Positive
3208,"The heat was tough to handle, but the souks were so much fun to explore, great shopping experience 🛍️",Neutral,Positive
3209,"The locals were really helpful, gave us great tips on where to go and what to try, thanks guys! 👍",Positive,Positive
3210,"Tagine is life-changing, I had it for every meal and never got tired of it 😋",Positive,Positive
3211,"Be prepared for the scams and aggressive selling, it can get overwhelming at times 😬",Negative,Negative
3212,"The Majorelle Garden was my favorite part of the trip, so peaceful and beautiful, a must-visit 🌸",Positive,Positive
3213,"I was expecting more from the hotels, they were just okay, nothing special 🤷‍♀️",Neutral,Negative
3214,"Marrakech is a feast for the senses, the smells, the sounds, the sights... wow, just wow 🎉",Positive,Positive
3215,"The Atlas Mountains were a highlight of our trip, the views were just stunning 🏞️",Positive,Positive
3216,Just got back from Marrakech and I'm still reeling from the experience! The Jemaa el-Fna square was wow 😮,Positive,Positive
3217,"Majorelle Garden was pretty, but the heat was unbearable 🌡️",Neutral,Positive
3218,"Our riad was gorgeous, but the staff seemed kinda Meh 🤔",Neutral,Positive
3219,"Be careful with the taxi drivers, they'll scam you blind 😡",Negative,Negative
3220,The tagine at this one restaurant was to die for 🍴,Positive,Negative
3221,"The architecture in Marrakech is stunning, so much history 🏛️",Positive,Positive
3222,"The locals were super friendly and welcoming, made our trip 🌟",Positive,Positive
3223,"The Atlas Mountains were breathtaking, but the hike was tough 🏔️",Neutral,Positive
3224,"Got lost in the medina and ended up in a bunch of narrow alleys, not fun 🗺️",Negative,Negative
3225,"The food was amazing, but the portions were huge, I ate way too much 🤯",Positive,Positive
3226,"Jemaa el-Fna square at night was like a whole different world, so cool 🌃",Positive,Positive
3227,"Our hotel was nice, but the pool was tiny, not what I expected 🏊‍♀️",Neutral,Positive
3228,"The scams in Marrakech are no joke, be careful with your belongings 🚨",Negative,Negative
3229,"The Majorelle Garden was beautiful, but overpriced 🌺",Neutral,Positive
3230,"The locals were so kind and helpful, especially with directions 🗺️",Positive,Positive
3231,"The heat in Marrakech is insane, don't forget your sunscreen 🌞",Neutral,Negative
3232,"The tagine recipe we learned in the cooking class was amazing, can't wait to try it at home 🍲",Positive,Positive
3233,"The taxis in Marrakech are a nightmare, try to avoid them if you can 🚗",Negative,Negative
3234,"The Atlas Mountains were stunning, but the guide was not very knowledgeable 🏔️",Neutral,Positive
3235,"Marrakech is a city like no other, the energy is palpable 🌟",Positive,Positive
3236,Just got back from Jemaa el-Fna square and I'm still reeling from the energy! 🌟,Positive,Positive
3237,"Meh, the heat in Marrakech is no joke, but the architecture is stunning.",Neutral,Positive
3238,"Had the worst experience with a taxi driver who tried to scam me, totally ruined my day 😡",Negative,Negative
3239,"The Majorelle Garden is a must-see, so peaceful and beautiful 🌿",Positive,Positive
3240,"Our riad was lovely, but the staff could've been more helpful.",Neutral,Positive
3241,"The food in Marrakech is amazing, especially the tagine, wow! 🍴",Positive,Positive
3242,"The locals are so friendly and welcoming, made our trip even more special 😊",Positive,Positive
3243,"The Atlas Mountains are breathtaking, but the hike was tougher than expected.",Neutral,Positive
